ProbeID,DonorID,Label
Au_art_30080,Au_art_30353,0
Au_cha_20023,Au_cha_30146,0
Au_arc_30311,Au_arc_30286,0
Au_ind_30061,Au_ind_00074,0
Au_cha_30146,Au_cha_30324,0
Au_arc_30372,Au_arc_30381,0
Au_ani_30618,Au_ani_30051,0
Au_pla_30360,Au_pla_30383,0
Au_txt_00056,Au_txt_00026,0
Au_ind_00054,Au_ind_00087,0
Au_arc_10119,Au_arc_00008,0
Au_ind_00063,Au_ind_30138,0
Au_pla_30503,Au_pla_30370,0
Au_art_20027,Au_art_10002,0
Au_ani_00092,Au_ani_10218,0
Au_pla_00057,Au_pla_30022,0
Au_arc_30230,Au_arc_00098,0
Au_nat_30504,Au_nat_30244,0
Au_ani_30196,Au_ani_00014,0
Au_cha_20047,Au_cha_10181,0
Au_nat_30069,Au_nat_30377,0
Au_pla_00012,Au_pla_30066,0
Au_nat_00016,Au_nat_30630,0
Au_pla_30710,Au_pla_30216,0
Au_art_30177,Au_art_30305,0
Au_pla_00045,Au_pla_30703,0
Au_ind_00025,Au_ind_00013,0
Au_nat_30711,Au_nat_30020,0
Au_arc_30315,Au_arc_30605,0
Au_ani_30227,Au_ani_30129,0
Au_sec_30095,Au_sec_30619,0
Au_sec_00008,Au_sec_30418,0
Au_arc_30766,Au_arc_30055,0
Au_ind_00046,Au_ind_30056,0
Au_art_10016,Au_art_30234,0
Au_sec_30423,Au_sec_00077,0
Au_ani_00002,Au_ani_00012,0
Au_arc_30429,Au_arc_30527,0
Au_arc_30345,Au_arc_00084,0
Au_sec_00081,Au_sec_30181,0
Au_arc_30813,Au_arc_30839,0
Au_arc_30347,Au_arc_30497,0
Au_art_30430,Au_art_30111,0
Au_cha_30592,Au_cha_10198,0
Au_nat_30211,Au_nat_30401,0
Au_art_00015,Au_art_10006,0
Au_pla_30514,Au_pla_30256,0
Au_txt_00044,Au_txt_00081,0
Au_sec_30185,Au_sec_20053,0
Au_arc_30268,Au_arc_30399,0
Au_arc_30548,Au_arc_30063,0
Au_ani_30303,Au_ani_30513,0
Au_cha_30040,Au_cha_00051,0
Au_cha_30021,Au_cha_30537,0
Au_cha_10146,Au_cha_30538,0
Au_pla_00086,Au_pla_00037,0
Au_ani_00090,Au_ani_30707,0
Au_sec_30254,Au_sec_30526,0
Au_art_20047,Au_art_10105,0
Au_cha_10166,Au_cha_30443,0
Au_arc_30445,Au_arc_30300,0
Au_ind_30161,Au_ind_30016,0
Au_nat_10159,Au_nat_20044,0
Au_cha_10150,Au_cha_00053,0
Au_pla_10117,Au_pla_30291,0
Au_art_30536,Au_art_30325,0
Au_art_30659,Au_art_30613,0
Au_art_30639,Au_art_30682,0
Au_sec_30299,Au_sec_30595,0
Au_pla_20078,Au_pla_30590,0
Au_nat_30367,Au_nat_30045,0
Au_ind_30125,Au_ind_00064,0
Au_ani_30775,Au_ani_30675,0
Au_ani_30068,Au_ani_30432,0
Au_ani_30755,Au_ani_30694,0
Au_sec_30599,Au_sec_20029,0
Au_sec_30517,Au_sec_30425,0
Au_cha_30578,Au_cha_30669,0
Au_nat_30558,Au_nat_30091,0
Au_cha_00095,Au_cha_10107,0
Au_pla_30088,Au_pla_30234,0
Au_pla_20064,Au_pla_30266,0
Au_sec_30151,Au_sec_30373,0
Au_txt_00005,Au_txt_00079,0
Au_nat_30317,Au_nat_10113,0
Au_cha_30213,Au_cha_20042,0
Au_pla_30340,Au_pla_20065,0
Au_pla_30646,Au_pla_30230,0
Au_ani_30515,Au_ani_20023,0
Au_art_30242,Au_art_30118,0
Au_nat_30001,Au_nat_30529,0
Au_pla_30047,Au_pla_20068,0
Au_cha_30360,Au_cha_30643,0
Au_arc_20073,Au_arc_20087,0
Au_sec_30014,Au_sec_30277,0
Au_cha_30340,Au_cha_30106,0
Au_arc_30316,Au_arc_30232,0
Au_pla_30611,Au_pla_30423,0
Au_nat_30115,Au_nat_30334,0
Au_pla_30121,Au_pla_00088,0
Au_cha_30597,Au_cha_10154,0
Au_arc_30072,Au_arc_30265,0
Au_pla_30547,Au_pla_30171,0
Au_nat_30521,Au_nat_30478,0
Au_arc_20017,Au_arc_20052,0
Au_cha_30567,Au_cha_30207,0
Au_art_30116,Au_art_10018,0
Au_arc_30706,Au_arc_30430,0
Au_pla_30631,Au_pla_00041,0
Au_art_30572,Au_art_30270,0
Au_pla_30220,Au_pla_30442,0
Au_nat_30675,Au_nat_30246,0
Au_ani_00053,Au_ani_30300,0
Au_art_30069,Au_art_30512,0
Au_ani_30105,Au_ani_30308,0
Au_nat_10139,Au_nat_30276,0
Au_arc_30438,Au_arc_30350,0
Au_arc_30271,Au_arc_30213,0
Au_art_00034,Au_art_20091,0
Au_cha_00005,Au_cha_30575,0
Au_sec_30235,Au_sec_30081,0
Au_arc_30419,Au_arc_30665,0
Au_pla_30556,Au_pla_30525,0
Au_arc_30269,Au_arc_30213,0
Au_ani_30775,Au_ani_30676,0
Au_cha_30001,Au_cha_30136,0
Au_nat_30477,Au_nat_30206,0
Au_cha_30429,Au_cha_30371,0
Au_nat_30376,Au_nat_20045,0
Au_arc_00092,Au_arc_30117,0
Au_nat_20098,Au_nat_30039,0
Au_ani_30522,Au_ani_30232,0
Au_pla_30711,Au_pla_30357,0
Au_arc_30305,Au_arc_30257,0
Au_nat_30244,Au_nat_30613,0
Au_ani_30070,Au_ani_30675,0
Au_arc_30378,Au_arc_30133,0
Au_sec_00059,Au_sec_30319,0
Au_nat_10159,Au_nat_30245,0
Au_nat_30323,Au_nat_30528,0
Au_pla_30544,Au_pla_30595,0
Au_arc_30102,Au_arc_30733,0
Au_nat_30173,Au_nat_30621,0
Au_nat_30462,Au_nat_30540,0
Au_arc_10127,Au_arc_30426,0
Au_pla_00009,Au_pla_30723,0
Au_pla_30743,Au_pla_20052,0
Au_nat_10121,Au_nat_30063,0
Au_sec_30026,Au_sec_30082,0
Au_nat_30649,Au_nat_00011,0
Au_art_30081,Au_art_30395,0
Au_pla_30066,Au_pla_30204,0
Au_sec_30536,Au_sec_30306,0
Au_ani_30364,Au_ani_30002,0
Au_nat_30114,Au_nat_30539,0
Au_arc_30394,Au_arc_30167,0
Au_arc_30841,Au_arc_30673,0
Au_pla_30111,Au_pla_30335,0
Au_ani_30326,Au_ani_20041,0
Au_pla_30486,Au_pla_30710,0
Au_cha_30538,Au_cha_30382,0
Au_arc_20053,Au_arc_00011,0
Au_sec_20024,Au_sec_30144,0
Au_ani_30548,Au_ani_30752,0
Au_sec_30567,Au_sec_00085,0
Au_nat_30057,Au_nat_30720,0
Au_arc_30765,Au_arc_20082,0
Au_sec_30672,Au_sec_30709,0
Au_pla_30189,Au_pla_30116,0
Au_ani_30208,Au_ani_00043,0
Au_pla_30190,Au_pla_30014,0
Au_cha_30196,Au_cha_30527,0
Au_arc_30523,Au_arc_30816,0
Au_txt_10109,Au_txt_00083,0
Au_arc_30409,Au_arc_30146,0
Au_pla_30048,Au_pla_30100,0
Au_art_30185,Au_art_30557,0
Au_cha_30594,Au_cha_00009,0
Au_arc_30302,Au_arc_30380,0
Au_ani_30724,Au_ani_00053,0
Au_pla_30010,Au_pla_30112,0
Au_art_30189,Au_art_20004,0
Au_sec_30041,Au_sec_00066,0
Au_nat_30466,Au_nat_00037,0
Au_cha_30314,Au_cha_30159,0
Au_ind_20039,Au_ind_30139,0
Au_pla_30220,Au_pla_30446,0
Au_art_30197,Au_art_30406,0
Au_ani_30124,Au_ani_30416,0
Au_ani_30197,Au_ani_10103,0
Au_art_30088,Au_art_30302,0
Au_sec_30286,Au_sec_30656,0
Au_arc_30551,Au_arc_30774,0
Au_art_30231,Au_art_00060,0
Au_arc_30177,Au_arc_30628,0
Au_art_30346,Au_art_30068,0
Au_art_20027,Au_art_30181,0
Au_nat_30225,Au_nat_30518,0
Au_nat_30269,Au_nat_30639,0
Au_arc_30195,Au_arc_20045,0
Au_arc_30760,Au_arc_30152,0
Au_cha_30717,Au_cha_30411,0
Au_arc_30235,Au_arc_30257,0
Au_cha_30219,Au_cha_30340,0
Au_ani_30772,Au_ani_30655,0
Au_ind_30049,Au_ind_30015,0
Au_ani_30569,Au_ani_30129,0
Au_ani_30097,Au_ani_00067,0
Au_ani_30604,Au_ani_30481,0
Au_art_30363,Au_art_30049,0
Au_arc_30182,Au_arc_00061,0
Au_cha_30095,Au_cha_30137,0
Au_sec_30597,Au_sec_20085,0
Au_cha_30284,Au_cha_10208,0
Au_sec_30561,Au_sec_30015,0
Au_arc_30830,Au_arc_10121,0
Au_cha_30131,Au_cha_30637,0
Au_pla_30211,Au_pla_30684,0
Au_arc_20034,Au_arc_30232,0
Au_pla_30684,Au_pla_20057,0
Au_nat_10146,Au_nat_20098,0
Au_ani_00078,Au_ani_30062,0
Au_art_30419,Au_art_30158,0
Au_ani_30399,Au_ani_30211,0
Au_cha_30153,Au_cha_30042,0
Au_nat_30309,Au_nat_30151,0
Au_sec_30476,Au_sec_30426,0
Au_art_20017,Au_art_10009,0
Au_nat_30403,Au_nat_30336,0
Au_nat_30724,Au_nat_30477,0
Au_pla_20023,Au_pla_30318,0
Au_ind_30072,Au_ind_20005,0
Au_sec_30184,Au_sec_30411,0
Au_cha_30537,Au_cha_00011,0
Au_arc_30228,Au_arc_30532,0
Au_sec_30085,Au_sec_30529,0
Au_nat_30238,Au_nat_30073,0
Au_nat_10101,Au_nat_30577,0
Au_pla_30080,Au_pla_30375,0
Au_ani_10203,Au_ani_30719,0
Au_ind_20060,Au_ind_30059,0
Au_cha_10128,Au_cha_30216,0
Au_ani_30193,Au_ani_00051,0
Au_ani_30359,Au_ani_20048,0
Au_nat_30561,Au_nat_30348,0
Au_ani_30414,Au_ani_30413,0
Au_ani_10191,Au_ani_30223,0
Au_cha_10128,Au_cha_30038,0
Au_sec_30232,Au_sec_30044,0
Au_sec_30013,Au_sec_30667,0
Au_cha_30327,Au_cha_30676,0
Au_nat_00017,Au_nat_30540,0
Au_cha_30271,Au_cha_10194,0
Au_arc_30027,Au_arc_20041,0
Au_art_30556,Au_art_30521,0
Au_cha_10119,Au_cha_10205,0
Au_txt_30012,Au_txt_00079,0
Au_txt_00028,Au_txt_00087,0
Au_arc_00026,Au_arc_30192,0
Au_cha_10144,Au_cha_20009,0
Au_art_30029,Au_art_30496,0
Au_art_30617,Au_art_30004,0
Au_pla_30139,Au_pla_30625,0
Au_arc_30071,Au_arc_30730,0
Au_sec_20065,Au_sec_00090,0
Au_arc_30254,Au_arc_00049,0
Au_cha_30639,Au_cha_10149,0
Au_nat_30511,Au_nat_20053,0
Au_art_30218,Au_art_30567,0
Au_sec_30398,Au_sec_30629,0
Au_cha_30454,Au_cha_10139,0
Au_nat_30669,Au_nat_30463,0
Au_txt_00094,Au_txt_00097,0
Au_cha_30048,Au_cha_30287,0
Au_nat_20046,Au_nat_30697,0
Au_nat_30571,Au_nat_30053,0
Au_nat_10122,Au_nat_20065,0
Au_ani_30295,Au_ani_20025,0
Au_ani_30590,Au_ani_30256,0
Au_ani_30448,Au_ani_00092,0
Au_nat_30337,Au_nat_30603,0
Au_ani_20036,Au_ani_30182,0
Au_pla_30498,Au_pla_20085,0
Au_ani_30783,Au_ani_30067,0
Au_cha_30575,Au_cha_00006,0
Au_ani_30733,Au_ani_30520,0
Au_ani_30055,Au_ani_30386,0
Au_arc_30163,Au_arc_30186,0
Au_art_30154,Au_art_30445,0
Au_nat_30425,Au_nat_30219,0
Au_pla_30563,Au_pla_00012,0
Au_arc_30263,Au_arc_30309,0
Au_nat_30550,Au_nat_30049,0
Au_nat_30345,Au_nat_30235,0
Au_sec_00098,Au_sec_30652,0
Au_nat_30214,Au_nat_30622,0
Au_ani_30010,Au_ani_30300,0
Au_nat_30708,Au_nat_30563,0
Au_nat_00003,Au_nat_30312,0
Au_pla_30341,Au_pla_30196,0
Au_art_30581,Au_art_30446,0
Au_ind_30029,Au_ind_20014,0
Au_nat_30618,Au_nat_30444,0
Au_ani_30165,Au_ani_10204,0
Au_nat_30199,Au_nat_30682,0
Au_cha_00031,Au_cha_30380,0
Au_arc_30468,Au_arc_30445,0
Au_arc_30087,Au_arc_00056,0
Au_ind_10101,Au_ind_30110,0
Au_nat_20058,Au_nat_30197,0
Au_arc_00019,Au_arc_30695,0
Au_sec_30206,Au_sec_30690,0
Au_sec_00016,Au_sec_30562,0
Au_ani_00041,Au_ani_30526,0
Au_cha_30496,Au_cha_00008,0
Au_sec_30449,Au_sec_00011,0
Au_art_00067,Au_art_30075,0
Au_arc_30441,Au_arc_30435,0
Au_art_30576,Au_art_30229,0
Au_arc_30145,Au_arc_30728,0
Au_art_30296,Au_art_30129,0
Au_nat_30370,Au_nat_20004,0
Au_ani_10168,Au_ani_30493,0
Au_nat_30322,Au_nat_30181,0
Au_pla_00041,Au_pla_20020,0
Au_pla_30264,Au_pla_30118,0
Au_nat_30079,Au_nat_30216,0
Au_nat_30553,Au_nat_10001,0
Au_cha_30443,Au_cha_30657,0
Au_arc_20003,Au_arc_30764,0
Au_art_00068,Au_art_00084,0
Au_art_30305,Au_art_30077,0
Au_arc_30833,Au_arc_30226,0
Au_arc_00049,Au_arc_00031,0
Au_sec_10102,Au_sec_00049,0
Au_art_20003,Au_art_00091,0
Au_sec_30049,Au_sec_30379,0
Au_art_30497,Au_art_30166,0
Au_sec_20069,Au_sec_30541,0
Au_arc_10101,Au_arc_30792,0
Au_art_30230,Au_art_30420,0
Au_art_30205,Au_art_30404,0
Au_cha_20017,Au_cha_30076,0
Au_ani_30122,Au_ani_10173,0
Au_pla_30240,Au_pla_30404,0
Au_arc_10120,Au_arc_30688,0
Au_sec_30648,Au_sec_30060,0
Au_cha_10173,Au_cha_30573,0
Au_arc_30301,Au_arc_30129,0
Au_pla_00053,Au_pla_10125,0
Au_pla_30315,Au_pla_30548,0
Au_ani_30183,Au_ani_30629,0
Au_ani_00024,Au_ani_30272,0
Au_art_30387,Au_art_30004,0
Au_arc_30200,Au_arc_30684,0
Au_art_30009,Au_art_30253,0
Au_arc_30399,Au_arc_30827,0
Au_art_30157,Au_art_20013,0
Au_ind_20006,Au_ind_30041,0
Au_arc_30512,Au_arc_30184,0
Au_pla_10104,Au_pla_30523,0
Au_pla_30554,Au_pla_20029,0
Au_arc_30205,Au_arc_10001,0
Au_pla_30254,Au_pla_30072,0
Au_art_30653,Au_art_30492,0
Au_pla_20071,Au_pla_30242,0
Au_arc_30725,Au_arc_30221,0
Au_art_30104,Au_art_30363,0
Au_pla_30090,Au_pla_30224,0
Au_art_30190,Au_art_20060,0
Au_arc_00004,Au_arc_30644,0
Au_nat_20039,Au_nat_30568,0
Au_art_20083,Au_art_00059,0
Au_sec_30271,Au_sec_30444,0
Au_art_30567,Au_art_20012,0
Au_nat_00060,Au_nat_30519,0
Au_arc_30690,Au_arc_30468,0
Au_pla_30445,Au_pla_10120,0
Au_txt_00009,Au_txt_00005,0
Au_ani_30576,Au_ani_00087,0
Au_arc_30272,Au_arc_30544,0
Au_art_30050,Au_art_10108,0
Au_ind_30143,Au_ind_30047,0
Au_sec_30167,Au_sec_30351,0
Au_sec_30498,Au_sec_30046,0
Au_arc_10127,Au_arc_10113,0
Au_txt_30007,Au_txt_30008,0
Au_sec_30354,Au_sec_30620,0
Au_cha_30543,Au_cha_00090,0
Au_art_20006,Au_art_30037,0
Au_cha_20008,Au_cha_10142,0
Au_nat_20005,Au_nat_30035,0
Au_pla_30666,Au_pla_30528,0
Au_art_00008,Au_art_10106,0
Au_sec_00012,Au_sec_20027,0
Au_sec_00051,Au_sec_30376,0
Au_arc_30010,Au_arc_30810,0
Au_pla_30377,Au_pla_00039,0
Au_sec_30290,Au_sec_30300,0
Au_arc_30003,Au_arc_00047,0
Au_nat_30135,Au_nat_30070,0
Au_arc_20087,Au_arc_30029,0
Au_pla_20071,Au_pla_30361,0
Au_ani_00027,Au_ani_30718,0
Au_ani_30654,Au_ani_30637,0
Au_sec_30494,Au_sec_20021,0
Au_pla_20057,Au_pla_30213,0
Au_nat_30164,Au_nat_00062,0
Au_ani_30368,Au_ani_30660,0
Au_art_30096,Au_art_20083,0
Au_sec_30168,Au_sec_30398,0
Au_sec_30639,Au_sec_30306,0
Au_ind_30099,Au_ind_00051,0
Au_arc_30445,Au_arc_30133,0
Au_ani_20045,Au_ani_30634,0
Au_pla_30294,Au_pla_20091,0
Au_art_30037,Au_art_00006,0
Au_nat_30574,Au_nat_30207,0
Au_sec_30108,Au_sec_30311,0
Au_cha_10144,Au_cha_30042,0
Au_ani_30495,Au_ani_00073,0
Au_pla_30582,Au_pla_30088,0
Au_nat_30619,Au_nat_30581,0
Au_art_00004,Au_art_20025,0
Au_art_30376,Au_art_10014,0
Au_nat_30702,Au_nat_30706,0
Au_pla_30410,Au_pla_20005,0
Au_art_00099,Au_art_30415,0
Au_art_30591,Au_art_30508,0
Au_nat_30558,Au_nat_30552,0
Au_ani_00072,Au_ani_20029,0
Au_sec_30476,Au_sec_00064,0
Au_pla_30335,Au_pla_30551,0
Au_art_30279,Au_art_00072,0
Au_pla_30567,Au_pla_30415,0
Au_arc_30312,Au_arc_30351,0
Au_cha_30517,Au_cha_10206,0
Au_ani_30163,Au_ani_30488,0
Au_cha_30601,Au_cha_30175,0
Au_art_30265,Au_art_10008,0
Au_txt_00086,Au_txt_00005,0
Au_arc_30215,Au_arc_30628,0
Au_pla_30278,Au_pla_30498,0
Au_sec_30329,Au_sec_30024,0
Au_pla_30044,Au_pla_30361,0
Au_nat_30059,Au_nat_30421,0
Au_nat_30372,Au_nat_10002,0
Au_arc_30102,Au_arc_00039,0
Au_pla_30212,Au_pla_20060,0
Au_sec_30171,Au_sec_30128,0
Au_ani_30256,Au_ani_30371,0
Au_sec_30109,Au_sec_30424,0
Au_nat_30156,Au_nat_30368,0
Au_ani_30782,Au_ani_30186,0
Au_sec_20035,Au_sec_30375,0
Au_cha_30326,Au_cha_30230,0
Au_ani_00088,Au_ani_00024,0
Au_sec_30465,Au_sec_30100,0
Au_arc_30797,Au_arc_00024,0
Au_ani_00050,Au_ani_30236,0
Au_nat_10120,Au_nat_30405,0
Au_art_20012,Au_art_30375,0
Au_arc_30468,Au_arc_30034,0
Au_sec_30685,Au_sec_30609,0
Au_art_30537,Au_art_20017,0
Au_arc_30812,Au_arc_30493,0
Au_sec_30623,Au_sec_30102,0
Au_ani_30561,Au_ani_30721,0
Au_arc_20037,Au_arc_30018,0
Au_arc_30454,Au_arc_30268,0
Au_arc_30412,Au_arc_30429,0
Au_arc_30067,Au_arc_30066,0
Au_arc_30235,Au_arc_10001,0
Au_ind_30009,Au_ind_30058,0
Au_art_30463,Au_art_20004,0
Au_ani_30060,Au_ani_00007,0
Au_pla_30447,Au_pla_30606,0
Au_ani_20064,Au_ani_30026,0
Au_sec_30223,Au_sec_30015,0
Au_nat_00095,Au_nat_30002,0
Au_sec_30253,Au_sec_30680,0
Au_pla_30347,Au_pla_30031,0
Au_sec_30212,Au_sec_30478,0
Au_art_20038,Au_art_30569,0
Au_art_30221,Au_art_00018,0
Au_arc_30478,Au_arc_20050,0
Au_sec_30705,Au_sec_30468,0
Au_art_30027,Au_art_30075,0
Au_txt_30015,Au_txt_00031,0
Au_nat_10128,Au_nat_30076,0
Au_cha_30515,Au_cha_30719,0
Au_arc_30020,Au_arc_30748,0
Au_nat_30312,Au_nat_30135,0
Au_arc_10123,Au_arc_30365,0
Au_pla_30252,Au_pla_30622,0
Au_pla_30721,Au_pla_30163,0
Au_cha_30434,Au_cha_30258,0
Au_cha_30144,Au_cha_30493,0
Au_arc_30392,Au_arc_30458,0
Au_cha_30106,Au_cha_30485,0
Au_arc_30161,Au_arc_30724,0
Au_ind_10102,Au_ind_10101,0
Au_cha_00088,Au_cha_30413,0
Au_pla_30544,Au_pla_30473,0
Au_ani_10207,Au_ani_30474,0
Au_pla_00056,Au_pla_00020,0
Au_sec_10114,Au_sec_30045,0
Au_art_20093,Au_art_30104,0
Au_art_30049,Au_art_30407,0
Au_ind_30001,Au_ind_20046,0
Au_arc_30579,Au_arc_30326,0
Au_cha_30459,Au_cha_30136,0
Au_cha_10153,Au_cha_20014,0
Au_nat_30416,Au_nat_10111,0
Au_ani_30792,Au_ani_30013,0
Au_nat_30223,Au_nat_00004,0
Au_arc_20007,Au_arc_30430,0
Au_arc_30439,Au_arc_30678,0
Au_pla_30203,Au_pla_30199,0
Au_nat_20004,Au_nat_30534,0
Au_sec_20001,Au_sec_30127,0
Au_pla_30455,Au_pla_30449,0
Au_pla_30190,Au_pla_30517,0
Au_arc_30834,Au_arc_20076,0
Au_sec_30017,Au_sec_30670,0
Au_art_30382,Au_art_00002,0
Au_art_30671,Au_art_30554,0
Au_arc_30218,Au_arc_30466,0
Au_arc_00027,Au_arc_00042,0
Au_sec_30458,Au_sec_30622,0
Au_art_30476,Au_art_30164,0
Au_ani_30639,Au_ani_20028,0
Au_nat_30689,Au_nat_30350,0
Au_cha_30066,Au_cha_00100,0
Au_pla_00056,Au_pla_20076,0
Au_nat_30412,Au_nat_30056,0
Au_arc_00096,Au_arc_10121,0
Au_nat_10168,Au_nat_30124,0
Au_ani_30421,Au_ani_30562,0
Au_nat_00007,Au_nat_20033,0
Au_sec_30141,Au_sec_30582,0
Au_arc_30433,Au_arc_30483,0
Au_pla_30376,Au_pla_30160,0
Au_art_20015,Au_art_30191,0
Au_art_30429,Au_art_20081,0
Au_ani_30356,Au_ani_30262,0
Au_cha_30103,Au_cha_30267,0
Au_pla_30402,Au_pla_30324,0
Au_art_30126,Au_art_30441,0
Au_pla_30729,Au_pla_30498,0
Au_sec_10113,Au_sec_30366,0
Au_sec_30007,Au_sec_30683,0
Au_arc_10129,Au_arc_30370,0
Au_ani_10122,Au_ani_30290,0
Au_sec_30503,Au_sec_30135,0
Au_pla_30463,Au_pla_30181,0
Au_pla_30389,Au_pla_30612,0
Au_nat_30465,Au_nat_30520,0
Au_arc_30573,Au_arc_30434,0
Au_arc_30442,Au_arc_30294,0
Au_pla_30607,Au_pla_30279,0
Au_sec_20050,Au_sec_30277,0
Au_pla_00040,Au_pla_30169,0
Au_art_00021,Au_art_30414,0
Au_arc_30522,Au_arc_30519,0
Au_arc_30090,Au_arc_30390,0
Au_ani_30431,Au_ani_30697,0
Au_txt_00066,Au_txt_00049,0
Au_pla_20069,Au_pla_30222,0
Au_nat_30197,Au_nat_20082,0
Au_ind_30125,Au_ind_30091,0
Au_nat_30636,Au_nat_30676,0
Au_nat_20040,Au_nat_20071,0
Au_cha_10196,Au_cha_10203,0
Au_ind_30067,Au_ind_30153,0
Au_sec_30268,Au_sec_30488,0
Au_arc_30389,Au_arc_30723,0
Au_sec_20047,Au_sec_30586,0
Au_cha_30634,Au_cha_30418,0
Au_cha_30678,Au_cha_30114,0
Au_pla_30688,Au_pla_30328,0
Au_txt_00048,Au_txt_00033,0
Au_sec_20021,Au_sec_30683,0
Au_cha_30217,Au_cha_20027,0
Au_nat_30295,Au_nat_30248,0
Au_arc_30073,Au_arc_30510,0
Au_pla_20031,Au_pla_30010,0
Au_art_30606,Au_art_30150,0
Au_ani_30221,Au_ani_30007,0
Au_ind_30025,Au_ind_20056,0
Au_cha_30493,Au_cha_30598,0
Au_nat_30261,Au_nat_00009,0
Au_cha_30057,Au_cha_00087,0
Au_arc_30713,Au_arc_20024,0
Au_ani_30365,Au_ani_00086,0
Au_txt_00090,Au_txt_00009,0
Au_nat_30049,Au_nat_30594,0
Au_arc_30684,Au_arc_20097,0
Au_ani_30337,Au_ani_30383,0
Au_arc_30041,Au_arc_30552,0
Au_pla_00010,Au_pla_30541,0
Au_sec_30098,Au_sec_10003,0
Au_art_30108,Au_art_30497,0
Au_art_30159,Au_art_30103,0
Au_nat_20099,Au_nat_30446,0
Au_sec_30303,Au_sec_30352,0
Au_sec_30316,Au_sec_20037,0
Au_ani_30186,Au_ani_30008,0
Au_pla_30356,Au_pla_00078,0
Au_nat_30171,Au_nat_30220,0
Au_nat_30530,Au_nat_30212,0
Au_arc_30675,Au_arc_30784,0
Au_arc_30057,Au_arc_30771,0
Au_art_30389,Au_art_30005,0
Au_ind_30157,Au_ind_00044,0
Au_art_30427,Au_art_20094,0
Au_txt_00006,Au_txt_00001,0
Au_arc_30576,Au_arc_30553,0
Au_ind_20013,Au_ind_00003,0
Au_sec_30057,Au_sec_30259,0
Au_ani_30661,Au_ani_20015,0
Au_cha_30563,Au_cha_30508,0
Au_cha_30367,Au_cha_00096,0
Au_pla_30065,Au_pla_30563,0
Au_sec_30058,Au_sec_30269,0
Au_art_30218,Au_art_30411,0
Au_ind_00052,Au_ind_00066,0
Au_art_30269,Au_art_30136,0
Au_art_10011,Au_art_30241,0
Au_art_30448,Au_art_30549,0
Au_sec_30217,Au_sec_00089,0
Au_sec_30706,Au_sec_00068,0
Au_nat_00027,Au_nat_00047,0
Au_ani_30672,Au_ani_30724,0
Au_arc_30197,Au_arc_30568,0
Au_sec_30719,Au_sec_30356,0
Au_txt_30006,Au_txt_30015,0
Au_cha_30708,Au_cha_10208,0
Au_ani_30010,Au_ani_30642,0
Au_nat_30512,Au_nat_20085,0
Au_cha_30248,Au_cha_30556,0
Au_ani_30494,Au_ani_30199,0
Au_nat_30081,Au_nat_10149,0
Au_art_30135,Au_art_30180,0
Au_pla_30147,Au_pla_30303,0
Au_cha_30030,Au_cha_30199,0
Au_arc_30450,Au_arc_30834,0
Au_arc_30108,Au_arc_00043,0
Au_pla_30334,Au_pla_30506,0
Au_sec_20040,Au_sec_10113,0
Au_nat_30592,Au_nat_30226,0
Au_pla_30485,Au_pla_30441,0
Au_ani_30415,Au_ani_30208,0
Au_cha_20045,Au_cha_20046,0
Au_nat_00013,Au_nat_30386,0
Au_cha_30040,Au_cha_30126,0
Au_nat_30157,Au_nat_00086,0
Au_cha_30299,Au_cha_30421,0
Au_ani_00054,Au_ani_30246,0
Au_cha_10149,Au_cha_10204,0
Au_sec_30652,Au_sec_00004,0
Au_ani_30127,Au_ani_10161,0
Au_ani_10161,Au_ani_30051,0
Au_pla_30310,Au_pla_30377,0
Au_cha_10190,Au_cha_30575,0
Au_arc_30723,Au_arc_30098,0
Au_ani_30046,Au_ani_10152,0
Au_txt_00067,Au_txt_30003,0
Au_cha_10156,Au_cha_30298,0
Au_cha_30327,Au_cha_30073,0
Au_ani_30742,Au_ani_30436,0
Au_art_30205,Au_art_00010,0
Au_arc_20057,Au_arc_30311,0
Au_art_20008,Au_art_30062,0
Au_cha_30219,Au_cha_00021,0
Au_sec_30477,Au_sec_30203,0
Au_art_30348,Au_art_30117,0
Au_ani_30351,Au_ani_30261,0
Au_ind_30095,Au_ind_30098,0
Au_ani_30003,Au_ani_20035,0
Au_ani_30724,Au_ani_10155,0
Au_pla_30213,Au_pla_30365,0
Au_nat_00052,Au_nat_30325,0
Au_cha_30575,Au_cha_30131,0
Au_arc_30253,Au_arc_30811,0
Au_ani_10222,Au_ani_30738,0
Au_art_30163,Au_art_30049,0
Au_ani_20003,Au_ani_30508,0
Au_cha_30151,Au_cha_30629,0
Au_arc_30736,Au_arc_30144,0
Au_pla_30295,Au_pla_30146,0
Au_sec_20031,Au_sec_30709,0
Au_art_20088,Au_art_20089,0
Au_ani_30719,Au_ani_30626,0
Au_art_20078,Au_art_30587,0
Au_pla_30063,Au_pla_30274,0
Au_nat_30700,Au_nat_30584,0
Au_art_30465,Au_art_30147,0
Au_cha_30698,Au_cha_30520,0
Au_art_30279,Au_art_30153,0
Au_sec_30575,Au_sec_30503,0
Au_cha_30676,Au_cha_30623,0
Au_cha_30599,Au_cha_30311,0
Au_cha_30490,Au_cha_00051,0
Au_nat_30138,Au_nat_30502,0
Au_cha_00040,Au_cha_30412,0
Au_ani_30128,Au_ani_30660,0
Au_nat_20007,Au_nat_30380,0
